Card Number,Card Name,Level,Rank,Link,Card Text,Status,Card Type,Pendulum Effect,Pendulum Scale,Attribute,Monster Type,ATK,DEF
10535,Brotherhood of the Fire Fist - Cardinal,,4.0,,"2 Level 4 ""Fire Fist"" monstersYou can detach 2 materials from this card, then target 2 ""Fire Fist"" / ""Fire Formation"" cards in your GY and/or face-up field, and 2 cards in your opponent's GY and/or face-up field; shuffle those targets into the Deck. You can only use this effect of ""Brotherhood of the Fire Fist - Cardinal"" once per turn.",Unlimited,Xyz / Effect Monster,,,FIRE,Beast-Warrior,1800.0,2200.0
10630,Brotherhood of the Fire Fist - Caribou,4.0,,,"During the End Phase, if this card is in the Graveyard because it was destroyed by a card effect and sent there this turn: You can Special Summon 1 Level 4 ""Fire Fist"" monster from your Deck, except ""Brotherhood of the Fire Fist - Caribou"". If this card is sent to the Graveyard for the Synchro Summon of a ""Fire Fist"" monster: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,1100.0,2000.0
10596,Brotherhood of the Fire Fist - Coyote,5.0,,,"If you control a ""Fire Formation"" Spell/Trap Card, and no monsters, you can Special Summon this card (from your hand).",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,2000.0,500.0
10384,Brotherhood of the Fire Fist - Dragon,4.0,,,"Once per turn, if you activate a ""Fire Formation"" Spell/Trap Card (except during the Damage Step): You can Set 1 ""Fire Formation"" Trap directly from your Deck. Once per turn: You can send 2 face-up ""Fire Formation"" Spells/Traps you control to the GY, then target 1 ""Fire Fist"" monster in your GY, except ""Brotherhood of the Fire Fist - Dragon""; Special Summon that target.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,1800.0,400.0
14202,Brotherhood of the Fire Fist - Eagle,,,2.0,"2 Beast-Warrior monstersYou can only Special Summon ""Brotherhood of the Fire Fist - Eagle(s)"" once per turn. You can activate ""Fire Fist"" monsters' effects without sending ""Fire Fist"" or ""Fire Formation"" card(s) from your hand or field to the GY. You can target 1 ""Fire Formation"" Spell/Trap you control or in your GY; return it to the hand, then send 1 ""Fire Fist"" monster from your Deck to the GY. You can only use this effect of ""Brotherhood of the Fire Fist - Eagle"" once per turn.",Unlimited,Link / Effect Monster,,,FIRE,Beast-Warrior,1700.0,
14730,Brotherhood of the Fire Fist - Eland,6.0,,,"You can Ritual Summon this card with ""Fire Formation - Domei"". You can discard 1 monster; Set 1 ""Fire Formation"" Spell/Trap directly from your Deck or GY. When your opponent activates a monster effect (Quick Effect): You can send 1 face-up ""Fire Fist"" or ""Fire Formation"" card you control to the GY, except ""Brotherhood of the Fire Fist - Eland""; negate that effect. You can only use each effect of ""Brotherhood of the Fire Fist - Eland"" once per turn.",Unlimited,Ritual / Effect Monster,,,FIRE,Beast-Warrior,2400.0,2000.0
14728,Brotherhood of the Fire Fist - Elephant,4.0,,,"If this card is Normal or Special Summoned: You can send 1 face-up ""Fire Formation"" Spell/Trap you control to the GY; Special Summon 1 ""Fire Fist"" monster from your hand, except ""Brotherhood of the Fire Fist - Elephant"". You can target 1 ""Fire Formation"" Spell/Trap in your GY; shuffle it into the Deck, then, you can add 1 Level 5 or higher ""Fire Fist"" monster from your Deck to your hand. You can only use each effect of ""Brotherhood of the Fire Fist - Elephant"" once per turn.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,1000.0,1800.0
10382,Brotherhood of the Fire Fist - Gorilla,4.0,,,"Once per turn, when this card destroys an opponent's monster by battle and sends it to the GY: You can Set 1 ""Fire Formation"" Spell directly from your Deck. Once per turn: You can send 1 face-up ""Fire Formation"" Spell/Trap you control to the GY, then target 1 Spell/Trap on the field; destroy that target.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,1600.0,1000.0
10380,Brotherhood of the Fire Fist - Hawk,3.0,,,"If this card in its owner's possession is destroyed by an opponent's card (either by battle or by card effect): You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. While you control a ""Fire Formation"" Spell/Trap Card, all ""Fire Fist"" monsters you control gain 500 ATK and DEF.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,200.0,1500.0
10328,Brotherhood of the Fire Fist - Horse Prince,6.0,,,"1 FIRE Tuner + 1+ non-Tuner monstersWhen this card is Synchro Summoned: You can Special Summon 1 Level 3 FIRE monster from your Deck. After you Synchro Summon this card, you cannot Special Summon Level 5 or higher monsters for the rest of the turn.",Unlimited,Synchro / Effect Monster,,,FIRE,Beast-Warrior,2200.0,2200.0
10645,Brotherhood of the Fire Fist - Kirin,8.0,,,"1 FIRE Tuner + 1 or more non-Tuner ""Fire Fist"" monstersWhen this card is Synchro Summoned: You can Set 1 ""Fire Formation"" Spell/Trap Card directly from your Deck. All monsters your opponent controls lose 100 ATK for each face-up Spell/Trap Card you control.",Unlimited,Synchro / Effect Monster,,,FIRE,Beast-Warrior,2000.0,2800.0
10508,Brotherhood of the Fire Fist - Leopard,3.0,,,"During your Main Phase, if this card was Normal or Special Summoned this turn: You can Tribute 1 ""Fire Fist"" monster; Set 1 ""Fire Formation"" Spell/Trap Card directly from your Deck. You can only use the effect of ""Brotherhood of the Fire Fist - Leopard"" once per turn.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,0.0,200.0
10330,Brotherhood of the Fire Fist - Lion Emperor,,3.0,,"2 Level 3 FIRE monstersOnce per turn: You can detach 1 Xyz Material from this card, then target 1 FIRE monster in your Graveyard; add that target to your hand, but you cannot Normal or Special Summon that monster, or a monster with the same name, for the rest of this turn.",Unlimited,Xyz / Effect Monster,,,FIRE,Beast-Warrior,2200.0,200.0
14729,Brotherhood of the Fire Fist - Panda,5.0,,,"If you activate a ""Fire Formation"" Spell/Trap Card (except during the Damage Step): You can Special Summon this card from your hand, then you can Special Summon 1 ""Fire Fist"" monster from your GY, except ""Brotherhood of the Fire Fist - Panda"", also you cannot Special Summon monsters for the rest of this turn, except ""Fire Fist"" monsters. If a ""Fire Fist"" monster(s) you control would be destroyed by your opponent's card effect, you can send 1 face-up ""Fire Formation"" Spell/Trap you control to the GY instead. You can only use each effect of ""Brotherhood of the Fire Fist - Panda"" once per turn.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,2100.0,400.0
14732,Brotherhood of the Fire Fist - Peacock,,,2.0,"2 ""Fire Fist"" monstersWhile this card points to a ""Fire Fist"" monster, your opponent's monsters cannot target this card for attacks. When this card declares an attack: You can send 1 face-up ""Fire Formation"" Spell/Trap you control to the GY, then target 1 monster your opponent controls; place that opponent's monster in a zone this card points to and take control of it until the End Phase, but it cannot declare an attack this turn. You can only use this effect of ""Brotherhood of the Fire Fist - Peacock"" once per turn.",Unlimited,Link / Effect Monster,,,FIRE,Beast-Warrior,1000.0,
14727,Brotherhood of the Fire Fist - Ram,3.0,,,"When this card is Normal Summoned: You can discard 1 card, then target 1 ""Fire Formation"" Spell/Trap you control; Set 1 ""Fire Formation"" Spell/Trap with a different name directly from your Deck. If this card is Special Summoned by the effect of a ""Fire Fist"" monster: You can Set 1 ""Fire Formation"" Spell/Trap directly from your Deck, with a different name from the cards in your GY. You can only use each effect of ""Brotherhood of the Fire Fist - Ram"" once per turn.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,800.0,200.0
10381,Brotherhood of the Fire Fist - Raven,3.0,,,"If this card is sent from the field to the GY: You can Set 1 ""Fire Formation"" Spell directly from your Deck. ""Fire Formation"" Spells/Traps you control cannot be destroyed by your opponent's card effects.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,200.0,1800.0
10509,Brotherhood of the Fire Fist - Rhino,4.0,,,"If a ""Fire Fist"" monster you control attacks or is attacked, during damage calculation (in either player's turn): You can send 1 face-up ""Fire Formation"" Spell/Trap Card you control and 1 ""Fire Fist"" monster from your hand to the Graveyard once per battle; your attacking/attacked monster gains ATK equal to the original ATK of the monster sent to the Graveyard, during damage calculation only.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,1700.0,1400.0
10445,Brotherhood of the Fire Fist - Rooster,3.0,,,"When this card is Special Summoned by the effect of a ""Fire Fist"" monster: You can add 1 ""Fire Fist"" monster from your Deck to your hand. You can only use this effect of ""Brotherhood of the Fire Fist - Rooster"" once per turn. Once per turn: You can send 1 face-up ""Fire Formation"" Spell/Trap you control to the GY; Set 1 ""Fire Formation"" Spell/Trap directly from your Deck.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,1500.0,100.0
10385,Brotherhood of the Fire Fist - Snake,4.0,,,"Once per turn, if a ""Fire Formation"" Spell/Trap Card(s) is sent to your Graveyard (except during the Damage Step): You can Set 1 ""Fire Formation"" Trap Card directly from your Deck. Once per turn, if you control no other monsters: You can send 2 face-up ""Fire Formation"" Spell/Trap Cards you control to the Graveyard; draw 1 card.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,1800.0,600.0
10329,Brotherhood of the Fire Fist - Spirit,3.0,,,"Cannot be used as Synchro Material, except for the Synchro Summon of a Beast-Warrior monster. When this card is Normal Summoned: You can target 1 Level 3 FIRE monster with 200 or less DEF in your GY; Special Summon that target in Defense Position, and if you do, monsters you control cannot attack for the rest of this turn, except Beast-Warrior monsters. You can only use this effect of ""Brotherhood of the Fire Fist - Spirit"" once per turn.",Unlimited,Tuner / Effect Monster,,,FIRE,Beast-Warrior,500.0,200.0
10386,Brotherhood of the Fire Fist - Swallow,5.0,,,"You can Special Summon this card (from your hand) by sending 3 face-up ""Fire Formation"" Spell/Trap Cards you control to the Graveyard. When this card is Normal or Special Summoned: You can Set 1 ""Fire Formation"" Trap Card directly from your Deck. You can only use this effect of ""Brotherhood of the Fire Fist - Swallow"" once per turn. Face-up Beast-Warrior-Type monsters you control cannot be targeted by your opponent's card effects.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,2000.0,800.0
14731,Brotherhood of the Fire Fist - Swan,8.0,,,"2 Beast-Warrior monstersIf this card is Special Summoned: You can inflict 200 damage to your opponent for each ""Fire Formation"" Spell/Trap you control. During the Battle Phase (Quick Effect): You can send 1 face-up ""Fire Formation"" Spell/Trap you control to the GY, then target 1 card your opponent controls; destroy it. You can only use each effect of ""Brotherhood of the Fire Fist - Swan"" once per turn.",Unlimited,Fusion / Effect Monster,,,FIRE,Beast-Warrior,2600.0,2200.0
10407,Brotherhood of the Fire Fist - Tiger King,,4.0,,"2 Level 4 Beast-Warrior monstersWhen this card is Xyz Summoned: You can Set 1 ""Fire Formation"" Spell/Trap directly from your Deck. Once per turn: You can detach 1 material from this card; negate the effects of all face-up Effect Monsters currently on the field, except Beast-Warriors, until the end of your opponent's turn. When this card is sent from the field to the GY: You can send 3 ""Fire Formation"" Spells/Traps you control to the GY; Special Summon 2 Level 4 or lower Beast-Warrior monsters with the same ATK from your Deck, in face-up Defense Position.",Unlimited,Xyz / Effect Monster,,,FIRE,Beast-Warrior,2200.0,1800.0
10507,Brotherhood of the Fire Fist - Wolf,3.0,,,"If this card is flipped face-up: You can Set 1 ""Fire Formation"" Trap Card directly from your Deck, then, if this card was Flip Summoned, you can also Set 1 ""Fire Formation"" Spell Card directly from your Deck.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,0.0,1900.0
6502,"Broww, Huntsman of Dark World",3.0,,,"If this card is discarded to the Graveyard by a card effect: Draw 1 card, plus another card if this card was discarded from your hand to your Graveyard by an opponent's card effect.",Unlimited,Effect Monster,,,DARK,Fiend,1400.0,800.0
6503,"Brron, Mad King of Dark World",4.0,,,When this card inflicts Battle Damage to your opponent: You can discard 1 card.,Unlimited,Effect Monster,,,DARK,Fiend,1800.0,400.0
