"Card Name","Status","Card Text","Icon","Attribute","Level","Monster Type","Card Type","ATK","DEF"
"Photon Generator Unit","Unlimited","Card Text Tribute 2 ""Cyber Dragons"". Special Summon 1 ""Cyber Laser Dragon"" from your hand, Deck, or Graveyard.","Icon Quick-Play Spell","","","","","",""
"Ancient Gear Castle","Unlimited","Card Text All ""Ancient Gear"" monsters gain 300 ATK. Each time a monster is Normal Summoned/Set, place 1 counter on this card. If you Tribute Summon an ""Ancient Gear"" monster face-up, you can Tribute this card instead, if the number of its counters is equal to or greater than the number of required Tribute(s).","Icon Continuous Spell","","","","","",""
"Super Junior Confrontation","Unlimited","Card Text Activate only when an opponent's monster declares an attack. Negate the battle, and 1 monster with the lowest ATK in face-up Attack Position your opponent controls battles against 1 monster with the lowest DEF in face-up Defense Position you control. After that battle, end the Battle Phase.","Icon Normal Trap","","","","","",""
"Miracle Kids","Unlimited","Card Text Target 1 monster your opponent controls; that target loses 400 ATK for each ""Hero Kid"" in your Graveyard, until the End Phase.","Icon Normal Trap","","","","","",""
"Attack Reflector Unit","Unlimited","Card Text Tribute 1 ""Cyber Dragon"". Special Summon 1 ""Cyber Barrier Dragon"" from your hand or Deck.","Icon Normal Trap","","","","","",""
"Damage Condenser","Unlimited","Card Text When you take battle damage: Discard 1 card; Special Summon 1 monster from your Deck with ATK less than or equal to the battle damage you took, in face-up Attack Position.","Icon Normal Trap","","","","","",""
"Treasure Map","Unlimited","Card Text You can only activate this card in response to the activation of an effect that would return this card from the field to the hand. Draw 2 cards from your Deck and discard 1 card from your hand.","Icon Normal Trap","","","","","",""
"Hero Spirit","Unlimited","Card Text During the Battle Phase, if an ""Elemental HERO"" monster you controlled was destroyed by battle this turn: Make the Battle Damage from 1 of your opponent's monsters 0.","Icon Normal Trap","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Ancient Gear Cannon","Unlimited","Card Text You can Tribute this card; inflict 500 damage to your opponent, and if you do, neither player can activate Trap Cards during the Battle Phase of this turn.","","Attribute EARTH","Level 2","Monster Type Machine","Card Type Effect","ATK 500","DEF 500"
"Proto-Cyber Dragon","Unlimited","Card Text This card's name becomes ""Cyber Dragon"" while on the field.","","Attribute LIGHT","Level 3","Monster Type Machine","Card Type Effect","ATK 1100","DEF 600"
"Adhesive Explosive","Unlimited","Card Text Before damage calculation, if this card was attacked by an opponent's monster and was in face-down Defense Position at the start of the Damage Step: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase, destroy the monster this card is equipped to.","","Attribute WIND","Level 3","Monster Type Machine","Card Type Effect","ATK 1000","DEF 1000"
"Machine King Prototype","Unlimited","Card Text This card gains 100 ATK and DEF for each Machine-Type monster on the field, except this card.","","Attribute EARTH","Level 3","Monster Type Machine","Card Type Effect","ATK 1600","DEF 1500"
"B.E.S. Covered Core","Unlimited","Card Text When this card is Normal Summoned, put 2 counters on it. This card cannot be destroyed by battle. If this card attacks or is attacked, at the end of the Damage Step toss a coin and call it. If you call it wrong, remove 1 counter. If this card battles without a counter, destroy it at the end of the Damage Step.","","Attribute EARTH","Level 7","Monster Type Machine","Card Type Effect","ATK 2500","DEF 800"
"D.D. Guide","Unlimited","Card Text When this card is Normal Summoned, give control of it to your opponent. During each player's End Phase, your opponent selects 1 card from the Graveyard of this card's controller and removes it from play.","","Attribute DARK","Level 4","Monster Type Warrior","Card Type Effect","ATK 1400","DEF 1000"
"Chain Thrasher","Unlimited","Card Text This card can attack 1 additional time during the same Battle Phase for each ""Chain Thrasher"" in your Graveyard.","","Attribute WIND","Level 4","Monster Type Warrior","Card Type Effect","ATK 1000","DEF 600"
"Disciple of the Forbidden Spell","Unlimited","Card Text When this card is Summoned, declare different Monster Card Attributes equal to the number of ""Disciple of the Forbidden Spell""(s) in your Graveyard. If this card attacks a monster that has a declared Attribute, destroy the monster with this card's effect without applying damage calculation.","","Attribute LIGHT","Level 4","Monster Type Warrior","Card Type Effect","ATK 1700","DEF 800"
"Tenkabito Shien","Unlimited","Card Text This card is unaffected by the effects of Trap Cards.","","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Effect","ATK 1500","DEF 1000"
"Parasitic Ticky","Unlimited","Card Text The ATK and DEF of this card are each equal to the number of tokens on the field x 500.","","Attribute EARTH","Level 1","Monster Type Insect","Card Type Effect","ATK ?","DEF ?"
"Gokipon","Unlimited","Card Text When this card is destroyed by battle and sent to the GY: You can add 1 Insect monster with 1500 or less ATK from your Deck to your hand.","","Attribute EARTH","Level 2","Monster Type Insect","Card Type Effect","ATK 800","DEF 800"
"Silent Insect","Unlimited","Card Text This card is changed to Defense Position when it is Normal Summoned or Flip Summoned. Negate the effects of all Continuous Spell Cards and Continuous Trap Cards.","","Attribute EARTH","Level 2","Monster Type Insect","Card Type Effect","ATK 200","DEF 300"
"Chainsaw Insect","Unlimited","Card Text At the end of the Damage Step, if this card attacked or was attacked: Your opponent draws 1 card.","","Attribute EARTH","Level 4","Monster Type Insect","Card Type Effect","ATK 2400","DEF 0"
"Anteatereatingant","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 2 Spell or Trap Cards you control to the Graveyard. You can destroy 1 Spell or Trap Card your opponent controls. If you activate this effect, this card cannot attack during this turn.","","Attribute EARTH","Level 5","Monster Type Insect","Card Type Effect","ATK 2000","DEF 500"
"Saber Beetle","Unlimited","Card Text During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.","","Attribute EARTH","Level 6","Monster Type Insect","Card Type Effect","ATK 2400","DEF 600"
"Doom Dozer","Unlimited","Card Text Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by banishing 2 Insect-Type monsters from your Graveyard, and cannot be Special Summoned by other ways. When this card inflicts Battle Damage to your opponent: Send the top card of their Deck to the Graveyard.","","Attribute EARTH","Level 8","Monster Type Insect","Card Type Effect","ATK 2800","DEF 2600"
"Treeborn Frog","Unlimited","Card Text Once per turn, during your Standby Phase, if this card is in your Graveyard and you do not control ""Treeborn Frog"": You can Special Summon this card. You must control no Spell/Trap Cards to activate and to resolve this effect.","","Attribute WATER","Level 1","Monster Type Aqua","Card Type Effect","ATK 100","DEF 100"
"Beelze Frog","Unlimited","Card Text This card gains 300 ATK for each ""T.A.D.P.O.L.E."" in your Graveyard.","","Attribute WATER","Level 3","Monster Type Aqua","Card Type Effect","ATK 1200","DEF 800"
"Princess Pikeru","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Trial of the Princesses"". During your Standby Phase, gain 800 Life Points for each monster you control.","","Attribute LIGHT","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 2000","DEF 0"
"Princess Curran","Unlimited","Card Text This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Trial of the Princesses"". During your Standby Phase, inflict 600 damage to your opponent for each monster they control.","","Attribute DARK","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 2000","DEF 0"
"Memory Crusher","Unlimited","Card Text If this card successfully attacks directly, inflict 100 damage to your opponent for each card in their Extra Deck.","","Attribute DARK","Level 3","Monster Type Fiend","Card Type Effect","ATK 1000","DEF 600"
"Malice Ascendant","Unlimited","Card Text During your opponent's Standby Phase, send 1 card from the top of their Deck to the Graveyard for each ""Malice Ascendant"" in your Graveyard.","","Attribute DARK","Level 4","Monster Type Zombie","Card Type Effect","ATK 700","DEF 1000"
"Grass Phantom","Unlimited","Card Text This card gains 500 ATK for each ""Grass Phantom"" in your Graveyard.","","Attribute WATER","Level 3","Monster Type Plant","Card Type Effect","ATK 1000","DEF 1000"
"Sand Moth","Unlimited","Card Text When this face-down Defense Position card is destroyed and sent to the Graveyard, except by battle, switch the original ATK and DEF of this card and Special Summon it.","","Attribute EARTH","Level 4","Monster Type Rock","Card Type Effect","ATK 1000","DEF 2000"
"Divine Dragon - Excelion","Unlimited","Card Text When this card is Normal Summoned, it gets 1 of the following effects for each ""Divine Dragon - Excelion"" in your Graveyard when this effect resolves (your choice). These effects cannot accumulate.●This card gains 1000 ATK.●If this card destroys an opponent's monster by battle, it can attack once again in a row.●When this card destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the ATK of the destroyed monster.","","Attribute LIGHT","Level 5","Monster Type Dragon","Card Type Effect","ATK 1500","DEF 900"
"Ruin, Queen of Oblivion","Unlimited","Card Text You can Ritual Summon this card with ""End of the World"". When this attacking card destroys an opponent's monster by battle: You can activate this effect; this card can make a second attack in a row.","","Attribute LIGHT","Level 8","Monster Type Fairy","Card Type Ritual / Effect","ATK 2300","DEF 2000"
"Demise, King of Armageddon","Unlimited","Card Text You can Ritual Summon this card with ""End of the World"". You can pay 2000 LP; destroy all other cards on the field.","","Attribute DARK","Level 8","Monster Type Fiend","Card Type Ritual / Effect","ATK 2400","DEF 2000"
