"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon"
"Card of Demise","Limited","Card Text Draw until you have 3 cards in your hand, also for the rest of this turn after this card resolves, your opponent takes no damage. During the End Phase of this turn, send your entire hand to the GY. You can only activate 1 ""Card of Demise"" per turn. You cannot Special Summon during the turn you activate this card. Limited","","","","","","","Icon Normal Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"People Running About","Unlimited","Card Text Although they always suffer in silence, they swear an oath to inevitably revolt.","Attribute FIRE","Level 2","Monster Type Pyro","Card Type Normal","ATK 600","DEF 600",""
"Oppressed People","Unlimited","Card Text They are oppressed, but believe they will have their freedom someday.","Attribute WATER","Level 1","Monster Type Aqua","Card Type Normal","ATK 400","DEF 2000",""
"United Resistance","Unlimited","Card Text The people that gather to swear to fight their oppressors. A revolution is coming.","Attribute WIND","Level 3","Monster Type Thunder","Card Type Normal","ATK 1000","DEF 400",""
"Dark Blade","Unlimited","Card Text They say he is a dragon-manipulating warrior from the dark world. His attack is tremendous, using his great swords with vicious power.","Attribute DARK","Level 4","Monster Type Warrior","Card Type Normal","ATK 1800","DEF 1500",""
"Pitch-Dark Dragon","Unlimited","Card Text Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your ""Dark Blade"" as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK/DEF of the equipped monster by 400 points. When it attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)","Attribute DARK","Level 3","Monster Type Dragon","Card Type Union / Effect","ATK 900","DEF 600",""
"Kiryu","Unlimited","Card Text Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your ""Dark Blade"" as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK/DEF of the equipped monster by 900 points, and you can Tribute this card to allow the equipped monster to attack your opponent's Life Points directly this turn. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)","Attribute DARK","Level 5","Monster Type Dragon","Card Type Union / Effect","ATK 2000","DEF 1500",""
"Decayed Commander","Unlimited","Card Text When this card is Normal Summoned: You can Special Summon 1 ""Zombie Tiger"" from your hand. If this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.","Attribute EARTH","Level 4","Monster Type Zombie","Card Type Effect","ATK 1000","DEF 1500",""
"Zombie Tiger","Unlimited","Card Text Once per turn, you can either: Target 1 ""Decayed Commander"" you control; equip this card to that target, OR: Unequip this card and Special Summon it in Attack Position. While equipped by this effect, the equipped monster gains 500 ATK/DEF. If the equipped monster destroys an opponent's monster by battle: Discard 1 random card from their hand. (A monster can only be equipped with 1 Union monster at a time. If the equipped monster would be destroyed by battle, destroy this card instead.)","Attribute EARTH","Level 3","Monster Type Zombie","Card Type Union / Effect","ATK 1400","DEF 1600",""
"Giant Orc","Unlimited","Card Text If this card attacks, it is changed to Defense Position at the end of the Battle Phase. You cannot change this battle position until the end of your next turn.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 2200","DEF 0",""
"Second Goblin","Unlimited","Card Text Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your ""Giant Orc"" as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, you can change the equipped monster's battle position once per turn. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)","Attribute DARK","Level 1","Monster Type Fiend","Card Type Union / Effect","ATK 100","DEF 100",""
"Vampiric Orchis (Updated from: Vampire Orchis)","Unlimited","Card Text When this card is Normal Summoned: You can Special Summon 1 ""Des Dendle"" from your hand.NotesCard Name updated from ""Vampire Orchis"" on May 25, 2018.","Attribute EARTH","Level 4","Monster Type Plant","Card Type Effect","ATK 1700","DEF 1000",""
"Des Dendle","Unlimited","Card Text Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your ""Vampiric Orchis"" as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, each time the equipped monster destroys 1 of your opponent's monsters, Special Summon 1 ""Wicked Plant Token"" (Plant-Type/EARTH/Level 1/ATK 800/DEF 800). (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)","Attribute EARTH","Level 4","Monster Type Plant","Card Type Union / Effect","ATK 300","DEF 2000",""
"Burning Beast","Unlimited","Card Text Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your ""Freezing Beast"" as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, each time the equipped monster inflicts Battle Damage to your opponent, destroy 1 face-up Spell or Trap Card on the field. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Union / Effect","ATK 1500","DEF 1000",""
"Freezing Beast","Unlimited","Card Text Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your ""Burning Beast"" as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, each time the equipped monster inflicts Battle Damage to your opponent, destroy 1 face-down Spell or Trap Card on the field. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)","Attribute WATER","Level 4","Monster Type Aqua","Card Type Union / Effect","ATK 1500","DEF 1000",""
"Union Rider","Unlimited","Card Text You can take control of up to 1 Union Monster that is currently a monster on your opponent's side of the field, and equip it to this card. The Union Monster that is equipped to this card cannot be changed back to a monster using its own effect.","Attribute WIND","Level 2","Monster Type Machine","Card Type Effect","ATK 1000","DEF 1000",""
"D.D. Crazy Beast","Unlimited","Card Text A monster that this card destroys as a result of battle is removed from play.","Attribute EARTH","Level 3","Monster Type Beast","Card Type Effect","ATK 1400","DEF 1400",""
"Spell Canceller","Unlimited","Card Text Spell Cards, and their effects on the field, cannot be activated. Negate all Spell effects on the field.","Attribute WIND","Level 5","Monster Type Machine","Card Type Effect","ATK 1800","DEF 1600",""
"Neko Mane King","Unlimited","Card Text During your opponent's turn, when this card in your possession is sent to your Graveyard by an opponent's card effect: It becomes the End Phase of this turn.","Attribute EARTH","Level 1","Monster Type Beast","Card Type Effect","ATK 0","DEF 0",""
"Helping Robo for Combat","Unlimited","Card Text If this card destroys an opponent's monster by battle: Draw 1 card, then return 1 card from your hand to the bottom of the Deck.","Attribute LIGHT","Level 4","Monster Type Machine","Card Type Effect","ATK 1600","DEF 0",""
"Dimension Jar","Unlimited","Card Text FLIP: Both players can remove from play up to 3 monsters from their opponent's Graveyard.","Attribute DARK","Level 2","Monster Type Machine","Card Type Effect","ATK 200","DEF 200",""
"Great Phantom Thief","Unlimited","Card Text If this card inflicts battle damage to your opponent: Declare 1 card name; look at your opponent's hand, and if you do, discard all cards with that name in their hand.","Attribute EARTH","Level 3","Monster Type Spellcaster","Card Type Effect","ATK 1000","DEF 1000",""
"Roulette Barrel","Unlimited","Card Text Once per turn: You can roll a six-sided die twice, choose 1 result, and destroy 1 monster on the field whose Level is equal to that result.","Attribute LIGHT","Level 4","Monster Type Machine","Card Type Effect","ATK 1000","DEF 2000",""
"Paladin of White Dragon","Unlimited","Card Text This card can only be Ritual Summoned with the Ritual Spell Card, ""White Dragon Ritual"". If this card attacks a face-down Defense Position monster, destroy the monster immediately with this card's effect without flipping it face-up or applying damage calculation. You can Tribute this card to Special Summon 1 ""Blue-Eyes White Dragon"" from your hand or your Deck. (""Blue-Eyes White Dragon"" cannot attack during that turn.)","Attribute LIGHT","Level 4","Monster Type Dragon","Card Type Ritual / Effect","ATK 1900","DEF 1200",""
