Card Number,Card Name,Status,Card Text,Card Type,Attribute,Level,Monster Type,ATK,DEF,Rank,Pendulum Effect,Pendulum Scale,Link
11652,Cat Shark,Unlimited,"Card Text 2 Level 2 monstersWhile this card has an Xyz Material attached that was originally WATER, it cannot be destroyed by battle. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 Rank 4 or lower Xyz Monster you control; its ATK and DEF each become double its original ATK and DEF until the end of this turn.",Card Type Xyz / Effect,Attribute WATER,,Monster Type Beast,ATK 500,DEF 500,Rank 2,,,
11653,Number 14: Greedy Sarameya,Unlimited,"Card Text 2 Level 5 monstersYour opponent takes any effect damage you would have taken from their card effects, instead. When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can detach 1 Xyz Material from this card; destroy all monsters on the field whose current ATK is less than or equal to the original ATK of the destroyed monster in the Graveyard.",Card Type Xyz / Effect,Attribute DARK,,Monster Type Beast,ATK 2500,DEF 1500,Rank 5,,,
11654,Number 21: Frozen Lady Justice,Unlimited,"Card Text 2 Level 6 monstersYou can also Xyz Summon this card by detaching 1 Xyz Material from a Rank 5 Xyz Monster you control, then using that Xyz Monster as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) This card gains 1000 ATK for each Xyz Material attached to it. Once per turn: You can detach 1 Xyz Material from this card; destroy all Defense Position monsters your opponent controls.",Card Type Xyz / Effect,Attribute WATER,,Monster Type Aqua,ATK 500,DEF 500,Rank 6,,,
11655,Parallel Twister,Unlimited,"Card Text Send 1 other Spell/Trap Card you control to the Graveyard, then target 1 card on the field; destroy it.",Icon Normal Spell,,,,,,,,,
11656,Stardust Re-Spark,Unlimited,"Card Text When an opponent's Special Summoned monster declares a direct attack, if its ATK is greater than or equal to your LP: Negate the attack, and if you do, draw 1 card, then you can Special Summon 1 ""Stardust"" monster from your Extra Deck or Graveyard. You can only activate 1 ""Stardust Re-Spark"" per turn.",Icon Normal Trap,,,,,,,,,
11657,Harpie Harpist,Unlimited,"Card Text This card's name becomes ""Harpie Lady"" while it is on the field or in the Graveyard. You can only use each of these effects of ""Harpie Harpist"" once per turn.●When this card is Normal Summoned: You can target 1 Winged Beast-Type monster you control (other than this card) and 1 face-up monster your opponent controls; return them to the hand.●During the End Phase, if this card is in the Graveyard because it was sent there this turn: You can add 1 Level 4 Winged Beast-Type monster with 1500 or less ATK from your Deck to your hand.",Card Type Effect,Attribute WIND,Level 4,Monster Type Winged Beast,ATK 1700,DEF 600,,,,
11658,Dragong,Unlimited,"Card Text This gong harbors the soul of an untamed dragon. It soars through the skies with an incredible roar, marshaling all those who hear its call to battle.",Card Type Pendulum / Normal,Attribute EARTH,Level 4,Monster Type Machine,ATK 500,DEF 2100,,Pendulum Effect,Pendulum Scale 7,
11659,Mandragon,Unlimited,Card Text This mandragora harbors the soul of a sorrowful dragon. The cursed tones of its wailing cause both fear and despair.,Card Type Pendulum / Normal,Attribute EARTH,Level 5,Monster Type Plant,ATK 2500,DEF 1000,,Pendulum Effect,Pendulum Scale 2,
11660,Tatsunoko,Unlimited,"Card Text 1 Tuner + 1+ non-Tuner monstersIf this Synchro Summoned monster would be used as a Synchro Material, 1 monster in your hand can be used as 1 of the other materials. Unaffected by other monsters' effects.",Card Type Synchro / Tuner / Effect,Attribute WATER,Level 3,Monster Type Wyrm,ATK 1700,DEF 500,,,,
11661,Gift Exchange,Unlimited,"Card Text Both players banish 1 card from their Decks, face-down, and if they do, during the End Phase of this turn, both players add to their hands the card their opponent banished by this effect.",Icon Normal Spell,,,,,,,,,
11662,Secret Blast,Unlimited,Card Text Inflict 300 damage to your opponent for each card they control. If this card you control is destroyed by an opponent's card and sent to your Graveyard: Inflict 1000 damage to your opponent.,Icon Normal Trap,,,,,,,,,
11663,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
11664,Fiendish Rhino Warrior,Unlimited,"Card Text Fiend monsters you control, except ""Fiendish Rhino Warrior"", cannot be destroyed by battle or card effects. If this card is sent to the GY: You can send 1 Fiend monster from your Deck to the GY, except ""Fiendish Rhino Warrior"". You can only use this effect of ""Fiendish Rhino Warrior"" once per turn.",Card Type Effect,Attribute EARTH,Level 3,Monster Type Fiend,ATK 1400,DEF 900,,,,
11665,Cuben,Unlimited,"Card Text Once per turn: You can roll a six-sided die, and while this monster is face-up on the field, neither player can Normal or Special Summon monsters with the same Level as the result.",Card Type Effect,Attribute LIGHT,Level 4,Monster Type Thunder,ATK 600,DEF 1900,,,,
11666,World Carrotweight Champion,Unlimited,"Card Text If this card is in your Graveyard: You can send 1 Plant-Type monster from your hand or face-up from your field to the Graveyard, except ""World Carrotweight Champion""; Special Summon this card. You can only use this effect of ""World Carrotweight Champion"" once per turn.",Card Type Effect,Attribute DARK,Level 4,Monster Type Plant,ATK 1900,DEF 0,,,,
11667,Old Entity Hastorr,Unlimited,"Card Text 1 Tuner + 1 or more non-Tuner monstersIf this card is sent from the Monster Zone to the Graveyard: You can target 1 face-up monster your opponent controls; equip this card from your Graveyard to that monster. That monster cannot attack, also its effects are negated. If this card leaves the field while equipped to an opponent's monster by this effect: Take control of the monster this card was equipped to.",Card Type Synchro / Effect,Attribute WIND,Level 4,Monster Type Reptile,ATK 2300,DEF 1000,,,,
11668,Rocket Hand,Unlimited,"Card Text Target 1 Attack Position monster you control with 800 or more ATK; equip this card to that target. It gains 800 ATK. You can send this equipped card to the Graveyard, then target 1 face-up card on the field; destroy it, then change the ATK of the monster this card was equipped to, to 0, also its battle position cannot be changed. You can only use 1 ""Rocket Hand"" effect per turn, and only once that turn.",Icon Normal Trap,,,,,,,,,
11669,Dark Burning Attack,Unlimited,"Card Text If you control a ""Dark Magician Girl"" monster: Destroy all face-up monsters your opponent controls.",Icon Normal Spell,,,,,,,,,
11670,Dark Burning Magic,Unlimited,"Card Text If you control monsters whose original names are ""Dark Magician"" and ""Dark Magician Girl"": Destroy all cards your opponent controls.",Icon Quick-Play Spell,,,,,,,,,
11671,Symbol of Friendship,Unlimited,"Card Text To activate this card, you must draw it for your normal draw in your Draw Phase while your opponent controls 3 or more monsters and you control no cards, reveal it, and keep it revealed until the Main Phase 1. During your Main Phase 1 that same turn: You can activate this card from your hand; reveal 1 card from your Deck, and add it to your hand.",Icon Normal Spell,,,,,,,,,
11672,Eternal Soul,Unlimited,"Card Text Every ""Dark Magician"" in your Monster Zone is unaffected by your opponent's card effects. If this face-up card leaves the field: Destroy all monsters you control. You can only use the following effect of ""Eternal Soul"" once per turn. You can activate 1 of these effects;●Special Summon 1 ""Dark Magician"" from your hand or GY.●Add 1 ""Dark Magic Attack"" or ""Thousand Knives"" from your Deck to your hand.",Icon Continuous Trap,,,,,,,,,
11673,Scramble Egg,Unlimited,"Card Text If a monster you control is destroyed by battle or card effect and sent to the GY: You can Special Summon 1 ""Sonic Chick"" from your hand, Deck or GY.",Icon Normal Trap,,,,,,,,,
11674,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
11675,Card information not found.,Unlimited,Card information not found.,,,,,,,,,,
11676,Phantom Gryphon,Unlimited,"Card Text A legendary monster that dwells secretly in the mountains, fighting with the harpies over hunting grounds. A single wingbeat is said to cause the fiercest of storms.",Card Type Normal,Attribute WIND,Level 4,Monster Type Winged Beast,ATK 2000,DEF 0,,,,
11677,Performapal Elephammer,Unlimited,"Card Text If you control 2 or more ""Performapal"" cards, you can Normal Summon this card without Tributing. Cannot attack unless you control another ""Performapal"" card. When this card declares an attack: You can return all Spell and Trap Cards your opponent controls to the hand.",Card Type Effect,Attribute EARTH,Level 6,Monster Type Beast,ATK 2600,DEF 1800,,,,
11678,Performapal Bowhopper,Unlimited,"Card Text You can Tribute 1 ""Performapal"" monster; inflict damage to your opponent equal to the Level it had on the field x 100 (original Level, if face-down). You can Tribute 1 ""Performapal"" monster, then target 1 ""Performapal"" monster in your Graveyard other than the Tributed monster; add it to your hand. You can only use each effect of ""Performapal Bowhopper"" once per turn.",Card Type Effect,Attribute EARTH,Level 4,Monster Type Insect,ATK 1500,DEF 1000,,,,
11679,Performapal Lizardraw,Unlimited,"Card Text If another face-up monster you control is destroyed by your opponent's attack or card effect: You can draw cards equal to the number of ""Performapal"" monsters you currently control. You can only use this effect of ""Performapal Lizardraw"" once per turn.",Card Type Pendulum / Effect,Attribute EARTH,Level 3,Monster Type Reptile,ATK 1200,DEF 600,,"Pendulum Effect If you have a ""Performapal"" card in your other Pendulum Zone, except ""Performapal Lizardraw"": You can destroy this card, and if you do, draw 1 card. You can only use this effect of ""Performapal Lizardraw"" once per turn.",Pendulum Scale 6,
11680,Performapal Springoose,Unlimited,"Card Text You can banish this card from your Graveyard, then target 2 cards among the Pendulum Monsters you control and/or the ""Magician"" and ""Performapal"" cards in your Pendulum Zone; return both to the hand. You can only use this effect of ""Performapal Springoose"" once per turn.",Card Type Effect,Attribute WIND,Level 5,Monster Type Winged Beast,ATK 1100,DEF 2400,,,,
11681,Superheavy Samurai Big Waraji,Unlimited,"Card Text If you have no Spell/Trap Cards in your Graveyard, you can Special Summon this card (from your hand). After this card was Special Summoned this way, you cannot Special Summon monsters for the rest of this turn, except ""Superheavy Samurai"" monsters. This card can be treated as 2 Tributes for the Tribute Summon of a Machine-Type monster.",Card Type Effect,Attribute EARTH,Level 5,Monster Type Machine,ATK 800,DEF 1800,,,,
11682,Superheavy Samurai Gigagloves,Unlimited,"Card Text If this card is sent to the Graveyard, and you have no Spell/Trap Cards in your Graveyard: You can look at 5 cards from the top of your Deck, then place them on the top of the Deck in any order. When an opponent's monster declares a direct attack: You can banish this card from your Graveyard; excavate the top card of your Deck, and if it is a ""Superheavy Samurai"" monster, add it to your hand, and if you do, the attacking monster's ATK becomes 0. Otherwise, send it to the Graveyard.",Card Type Effect,Attribute EARTH,Level 3,Monster Type Machine,ATK 100,DEF 1000,,,,
