"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon","Rank"
"Healing Wave Generator","Unlimited","Card Text Once per turn, you can select another face-up monster you control to gain Life Points equal to that monster's Level x 100.","Attribute LIGHT","Level 4","Monster Type Machine","Card Type Effect","ATK 800","DEF 1600","",""
"Turbo Synchron","Unlimited","Card Text When this card declares an attack: You can change the attack target to Defense Position. When you take battle damage while this card is attacking: You can Special Summon 1 monster from your hand with ATK less than or equal to the battle damage you took.","Attribute WIND","Level 1","Monster Type Machine","Card Type Tuner / Effect","ATK 100","DEF 500","",""
"Mad Archfiend","Unlimited","Card Text If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. If this face-up Attack Position card is targeted for an attack: Change it to Defense Position.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 1800","DEF 0","",""
"Wall of Ivy","Unlimited","Card Text FLIP: Special Summon 1 ""Ivy Token"" (Plant-Type/EARTH/Level 1/ATK 0/DEF 0) in Defense Position to your opponent's side of the field. When this Token is destroyed, its controller takes 300 damage.","Attribute EARTH","Level 2","Monster Type Plant","Card Type Effect","ATK 300","DEF 1200","",""
"Copy Plant","Unlimited","Card Text Once per turn: You can target 1 other Plant-Type monster on the field that has a Level; this card's Level becomes that monster's current Level, until the end of this turn.","Attribute WIND","Level 1","Monster Type Plant","Card Type Tuner / Effect","ATK 0","DEF 0","",""
"Morphtronic Celfon","Unlimited","Card Text ●While in Attack Position: Once per turn, you can roll a six-sided die. Reveal cards from top of your Deck equal to the roll and Special Summon 1 Level 4 or lower ""Morphtronic"" monster from among them, ignoring the Summoning conditions. Shuffle the rest into the Deck.●While in Defense Position: Once per turn, you can roll a six-sided die. Look at cards from top of your Deck equal to the roll, then return them in the same order.","Attribute EARTH","Level 1","Monster Type Machine","Card Type Effect","ATK 100","DEF 100","",""
"Morphtronic Magnen","Unlimited","Card Text ●While in Attack Position: If your opponent controls a face-up monster, this card can only select their highest ATK monster as an attack target.●While in Defense Position: Your opponent cannot select another monster as an attack target.","Attribute EARTH","Level 3","Monster Type Thunder","Card Type Effect","ATK 800","DEF 800","",""
"Morphtronic Datatron","Unlimited","Card Text ●While in Attack Position: Once per turn, you can Tribute 1 monster to inflict 600 damage to your opponent.●While in Defense Position: Once per turn, you can inflict 300 damage to your opponent.","Attribute FIRE","Level 3","Monster Type Pyro","Card Type Effect","ATK 1200","DEF 600","",""
"Morphtronic Boomboxen","Unlimited","Card Text ●While in Attack Position, this card can attack twice during each Battle Phase.●Once per turn, while in Defense Position, when a face-up ""Morphtronic"" monster you control is targeted for an attack: You can negate the attack.","Attribute EARTH","Level 4","Monster Type Machine","Card Type Effect","ATK 1200","DEF 400","",""
"Morphtronic Cameran","Unlimited","Card Text ●While in Attack Position: When this card is destroyed by battle, you can Special Summon 1 Level 4 or lower ""Morphtronic"" monster from your hand or Graveyard, except ""Morphtronic Cameran"".●While in Defense Position: ""Morphtronic"" monsters on the field cannot be targeted by effects.","Attribute LIGHT","Level 2","Monster Type Machine","Card Type Effect","ATK 800","DEF 600","",""
"Morphtronic Radion","Unlimited","Card Text ●While in Attack Position: ""Morphtronic"" monsters you control gain 800 ATK.●While in Defense Position: ""Morphtronic"" monsters you control gain 1000 DEF.","Attribute LIGHT","Level 4","Monster Type Thunder","Card Type Effect","ATK 1000","DEF 900","",""
"Morphtronic Clocken","Unlimited","Card Text ●While in Attack Position: This card gains 500 ATK for each Morph Counter on it.●While in Defense Position: Once per turn, you can place 1 Morph Counter on this card. You can Tribute this card to inflict 1000 damage to your opponent for each Morph Counter on it.","Attribute EARTH","Level 2","Monster Type Machine","Card Type Effect","ATK 600","DEF 1100","",""
"Gadget Hauler","Unlimited","Card Text Once per turn, you can send any number of ""Morphtronic"" monsters from your hand to the Graveyard to have this card gain 800 ATK for each.","Attribute EARTH","Level 6","Monster Type Machine","Card Type Effect","ATK 1300","DEF 0","",""
"Gadget Driver","Unlimited","Card Text You can send this card from your hand to the Graveyard and select any number of face-up ""Morphtronic"" monsters you control. Change the battle position of the selected monster(s). This effect can be activated during either player's turn.","Attribute EARTH","Level 1","Monster Type Machine","Card Type Effect","ATK 200","DEF 200","",""
"Search Striker","Unlimited","Card Text If this card attacks a face-down Defense Position monster, you can destroy the monster immediately with this card's effect without flipping it face-up or applying damage calculation. If you do, this card is changed to Defense Position at the end of the Battle Phase. This card's battle position cannot be changed until the end of your next turn, except with a card effect.","Attribute WIND","Level 4","Monster Type Warrior","Card Type Effect","ATK 1600","DEF 1200","",""
"Pursuit Chaser","Unlimited","Card Text When a Defense Position monster is destroyed by battle and sent to the Graveyard, inflict 500 damage to your opponent.","Attribute EARTH","Level 3","Monster Type Machine","Card Type Effect","ATK 1400","DEF 600","",""
"Iron Chain Repairman","Unlimited","Card Text When this card destroys a monster by battle and sends it to the Graveyard, inflict 300 damage to your opponent. Once per turn, you can Special Summon 1 Level 4 or lower ""Iron Chain"" monster from your Graveyard, except ""Iron Chain Repairman"". This card cannot attack the turn you activate this effect.","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Effect","ATK 1600","DEF 1200","",""
"Iron Chain Snake","Unlimited","Card Text During your Main Phase, you can equip this card to 1 face-up monster your opponent controls. That monster loses 800 ATK and DEF. When it is destroyed by battle and sent to the Graveyard, its controller sends cards equal to its Level from the top of their Deck to the Graveyard.","Attribute EARTH","Level 3","Monster Type Reptile","Card Type Effect","ATK 800","DEF 1200","",""
"Iron Chain Blaster","Unlimited","Card Text Once per turn, you can send 1 ""Iron Chain"" monster you control to the Graveyard to inflict 800 damage to your opponent.","Attribute EARTH","Level 2","Monster Type Warrior","Card Type Effect","ATK 1100","DEF 0","",""
"Iron Chain Coil","Unlimited","Card Text Once per turn, you can select 1 ""Iron Chain"" monster you control to have it gain 300 ATK and DEF as long as this card is face-up on the field.","Attribute EARTH","Level 3","Monster Type Machine","Card Type Tuner / Effect","ATK 1100","DEF 1600","",""
"Power Injector","Unlimited","Card Text Once per turn you can pay 600 Life Points to have all face-up Psychic-Type monsters gain 500 ATK during this turn.","Attribute EARTH","Level 4","Monster Type Psychic","Card Type Effect","ATK 1300","DEF 1400","",""
"Storm Caller","Unlimited","Card Text You can put your opponent's monsters that are destroyed by battle with other Psychic-Type monsters on top of their owner's Deck instead of sending them to the Graveyard. When this card is destroyed by a card effect, this card's controller takes damage equal to its original ATK.","Attribute WIND","Level 6","Monster Type Psychic","Card Type Effect","ATK 2300","DEF 2000","",""
"Psychic Jumper","Unlimited","Card Text Once per turn: You can pay 1000 LP, then target 1 face-up monster your opponent controls and 1 Psychic-Type monster you control, except ""Psychic Jumper""; switch control of both those targets, and if you do, their battle positions cannot be changed this turn.","Attribute EARTH","Level 2","Monster Type Psychic","Card Type Tuner / Effect","ATK 100","DEF 1500","",""
"Botanical Girl","Unlimited","Card Text When this card is sent from the field to the Graveyard, you can add 1 Plant-Type monster with 1000 or less DEF from your Deck to your hand.","Attribute WATER","Level 3","Monster Type Plant","Card Type Effect","ATK 1300","DEF 1100","",""
"Tytannial, Princess of Camellias","Unlimited","Card Text When a card or effect is activated that targets a card(s) on the field (Quick Effect): You can Tribute 1 face-up Plant monster; negate the activation, and if you do, destroy it.","Attribute WIND","Level 8","Monster Type Plant","Card Type Effect","ATK 2800","DEF 2600","",""
"Fabled Raven","Unlimited","Card Text Once per turn: You can discard any number of cards, and if you do, this card gains 1 Level and 400 ATK for each discarded card, until the end of this turn.","Attribute LIGHT","Level 2","Monster Type Fiend","Card Type Tuner / Effect","ATK 1300","DEF 1000","",""
"Comrade Swordsman of Landstar","Unlimited","Card Text All Warrior-Type monsters you control gain 400 ATK.","Attribute EARTH","Level 3","Monster Type Warrior","Card Type Tuner / Effect","ATK 500","DEF 1200","",""
"Tiger Dragon","Unlimited","Card Text When this card is Tribute Summoned by Tributing a Dragon monster: You can target up to 2 Set cards in your opponent's Spell & Trap Zone; destroy those targets.","Attribute EARTH","Level 6","Monster Type Dragon","Card Type Effect","ATK 2400","DEF 1800","",""
"Turbo Warrior","Unlimited","Card Text ""Turbo Synchron"" + 1 or more non-Tuner monstersWhen this card declares an attack on a Level 6 or higher Synchro Monster: Halve the ATK of the attack target until the end of the Damage Step. This card cannot be targeted by the effects of Level 6 or lower monsters.","Attribute WIND","Level 6","Monster Type Warrior","Card Type Synchro / Effect","ATK 2500","DEF 1500","",""
"Black Rose Dragon","Unlimited","Card Text 1 Tuner + 1+ non-Tuner monstersWhen this card is Synchro Summoned: You can destroy all cards on the field. Once per turn: You can banish 1 Plant monster from your GY, then target 1 Defense Position monster your opponent controls; change that target to face-up Attack Position, and if you do, its ATK becomes 0 until the end of this turn.","Attribute FIRE","Level 7","Monster Type Dragon","Card Type Synchro / Effect","ATK 2400","DEF 1800","",""
